Entry number,Entry ID,Source,Street field,Authoritative locality field(s),Lookup street,Lookup locality,Lookup key,Duplicate lookup reused,Review category,Status,Hydrants pill,Query attempted,Matched official address,Method used,Score,Latitude,Longitude,Manual override,Notes / unresolved reason,Fallback address when grey
1,BLACKWOOD MAIN-1,BLACKWOOD MAIN,ACACIA ROAD,HAWTHORNDENE,ACACIA ROAD,HAWTHORNDENE,ACACIA ROAD|HAWTHORNDENE,No,Ambiguous,Ambiguous,Grey fallback,"1 ACACIA ROAD, HAWTHORNDENE SA | 2 ACACIA ROAD, HAWTHORNDENE SA | ACACIA ROAD, HAWTHORNDENE SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
4,CORO EAST & CHERRY-1,CORO EAST & CHERRY,ACKLAND HILL ROAD,COROMANDEL VALLEY · CHERRY GARDENS · IRON BANK · CORO EAST,,,,No,Ambiguous,Ambiguous authoritative locality fields,Grey fallback,,,,,,,No,Multiple authoritative locality values are stored for this Directions entry; no locality was guessed.,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
6,BLACKWOOD MAIN-4,BLACKWOOD MAIN,ACORN ROAD,HAWTHORNDENE,ACORN ROAD,HAWTHORNDENE,ACORN ROAD|HAWTHORNDENE,No,Ambiguous,Ambiguous,Grey fallback,"1 ACORN ROAD, HAWTHORNDENE SA | 2 ACORN ROAD, HAWTHORNDENE SA | ACORN ROAD, HAWTHORNDENE SA",,,,,,No,street-only: 2 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
15,BLACKWOOD MAIN-12,BLACKWOOD MAIN,ALISON AVENUE,BLACKWOOD,ALISON AVENUE,BLACKWOOD,ALISON AVENUE|BLACKWOOD,No,Ambiguous,Ambiguous,Grey fallback,"1 ALISON AVENUE, BLACKWOOD SA | 2 ALISON AVENUE, BLACKWOOD SA | ALISON AVENUE, BLACKWOOD SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
20,BLACKWOOD MAIN-16,BLACKWOOD MAIN,AMBROSE STREET,BELAIR,AMBROSE STREET,BELAIR,AMBROSE STREET|BELAIR,No,Failed,Failed,Grey fallback,"1 AMBROSE STREET, BELAIR SA | 2 AMBROSE STREET, BELAIR SA | AMBROSE STREET, BELAIR SA",,,,,,No,No exact official candidate returned,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
24,CORO STREETS-4,CORO STREETS,ANNETTE WAY,COROMANDEL VALLEY,ANNETTE WAY,COROMANDEL VALLEY,ANNETTE WAY|COROMANDEL VALLEY,No,Ambiguous,Ambiguous,Grey fallback,"1 ANNETTE WAY, COROMANDEL VALLEY SA | 2 ANNETTE WAY, COROMANDEL VALLEY SA | ANNETTE WAY, COROMANDEL VALLEY SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
35,BLACKWOOD MAIN-24,BLACKWOOD MAIN,ASH AVENUE,BELAIR,ASH AVENUE,BELAIR,ASH AVENUE|BELAIR,No,Ambiguous,Ambiguous,Grey fallback,"1 ASH AVENUE, BELAIR SA | 2 ASH AVENUE, BELAIR SA | ASH AVENUE, BELAIR SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
43,BLACKWOOD MAIN-30,BLACKWOOD MAIN,AYLIFFES ROAD,PASADENA,AYLIFFES ROAD,PASADENA,AYLIFFES ROAD|PASADENA,No,Failed,Failed,Grey fallback,"1 AYLIFFES ROAD, PASADENA SA | 2 AYLIFFES ROAD, PASADENA SA | AYLIFFES ROAD, PASADENA SA",,,,,,No,No. 2: returned suburb/locality does not exactly match; No. 2: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
44,BLACKWOOD MAIN-31,BLACKWOOD MAIN,BABBAGE STREET,BELAIR,BABBAGE STREET,BELAIR,BABBAGE STREET|BELAIR,No,Ambiguous,Ambiguous,Grey fallback,"1 BABBAGE STREET, BELAIR SA | 2 BABBAGE STREET, BELAIR SA | BABBAGE STREET, BELAIR SA",,,,,,No,street-only: 6 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
45,BLACKWOOD MAIN-32,BLACKWOOD MAIN,BAECKEA PLACE,EDEN HILLS,BAECKEA PLACE,EDEN HILLS,BAECKEA PLACE|EDEN HILLS,No,Ambiguous,Ambiguous,Grey fallback,"1 BAECKEA PLACE, EDEN HILLS SA | 2 BAECKEA PLACE, EDEN HILLS SA | BAECKEA PLACE, EDEN HILLS SA",,,,,,No,street-only: 6 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
47,BLACKWOOD MAIN-34,BLACKWOOD MAIN,BALY COURT,BELAIR,BALY COURT,BELAIR,BALY COURT|BELAIR,No,Failed,Failed,Grey fallback,"1 BALY COURT, BELAIR SA | 2 BALY COURT, BELAIR SA | BALY COURT, BELAIR SA",,,,,,No,No. 1: returned street does not exactly match; No. 2: returned street does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
49,BLACKWOOD MAIN-35,BLACKWOOD MAIN,BANKSIA CRESCENT,BLACKWOOD,BANKSIA CRESCENT,BLACKWOOD,BANKSIA CRESCENT|BLACKWOOD,No,Failed,Failed,Grey fallback,"1 BANKSIA CRESCENT, BLACKWOOD SA | 2 BANKSIA CRESCENT, BLACKWOOD SA | BANKSIA CRESCENT, BLACKWOOD SA",,,,,,No,No. 2: returned suburb/locality does not exactly match; No. 2: returned street does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
59,BLACKWOOD MAIN-43,BLACKWOOD MAIN,BEALE AVENUE,GLENALTA,BEALE AVENUE,GLENALTA,BEALE AVENUE|GLENALTA,No,Ambiguous,Ambiguous,Grey fallback,"1 BEALE AVENUE, GLENALTA SA | 2 BEALE AVENUE, GLENALTA SA | BEALE AVENUE, GLENALTA SA",,,,,,No,street-only: 9 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
60,BLACKWOOD MAIN-44,BLACKWOOD MAIN,BELAIR ROAD,BELAIR · LYNTON,,,,No,Ambiguous,Ambiguous authoritative locality fields,Grey fallback,,,,,,,No,Multiple authoritative locality values are stored for this Directions entry; no locality was guessed.,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
61,BLACKWOOD MAIN-45,BLACKWOOD MAIN,BELLEVUE DRIVE,BELLEVUE HEIGHTS,BELLEVUE DRIVE,BELLEVUE HEIGHTS,BELLEVUE DRIVE|BELLEVUE HEIGHTS,No,Ambiguous,Ambiguous,Grey fallback,"1 BELLEVUE DRIVE, BELLEVUE HEIGHTS SA | 2 BELLEVUE DRIVE, BELLEVUE HEIGHTS SA | BELLEVUE DRIVE, BELLEVUE HEIGHTS SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
62,CORO EAST & CHERRY-3,CORO EAST & CHERRY,BEN LOMAN ROAD,COROMANDEL EAST,BEN LOMAN ROAD,COROMANDEL EAST,BEN LOMAN ROAD|COROMANDEL EAST,No,Ambiguous,Ambiguous,Grey fallback,"1 BEN LOMAN ROAD, COROMANDEL EAST SA | 2 BEN LOMAN ROAD, COROMANDEL EAST SA | BEN LOMAN ROAD, COROMANDEL EAST SA",,,,,,No,street-only: 7 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
63,CORO STREETS-11,CORO STREETS,BEN LOMMAN ROAD,COROMANDEL VALLEY EAST,BEN LOMMAN ROAD,COROMANDEL VALLEY EAST,BEN LOMMAN ROAD|COROMANDEL VALLEY EAST,No,Failed,Failed,Grey fallback,"1 BEN LOMMAN ROAD, COROMANDEL VALLEY EAST SA | 2 BEN LOMMAN ROAD, COROMANDEL VALLEY EAST SA | BEN LOMMAN ROAD, COROMANDEL VALLEY EAST SA",,,,,,No,street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
66,BLACKWOOD MAIN-48,BLACKWOOD MAIN,BERMUDA WAY,GLENALTA,BERMUDA WAY,GLENALTA,BERMUDA WAY|GLENALTA,No,Ambiguous,Ambiguous,Grey fallback,"1 BERMUDA WAY, GLENALTA SA | 2 BERMUDA WAY, GLENALTA SA | BERMUDA WAY, GLENALTA SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
71,CORO STREETS-12,CORO STREETS,BLACK ROAD,ABERFOYLE PARK · FLAGSTAFF HILL,,,,No,Ambiguous,Ambiguous authoritative locality fields,Grey fallback,,,,,,,No,Multiple authoritative locality values are stored for this Directions entry; no locality was guessed.,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
72,BLACKWOOD MAIN-53,BLACKWOOD MAIN,BLACKTHORNE AVENUE,HAWTHORNDENE,BLACKTHORNE AVENUE,HAWTHORNDENE,BLACKTHORNE AVENUE|HAWTHORNDENE,No,Failed,Failed,Grey fallback,"1 BLACKTHORNE AVENUE, HAWTHORNDENE SA | 2 BLACKTHORNE AVENUE, HAWTHORNDENE SA | BLACKTHORNE AVENUE, HAWTHORNDENE SA",,,,,,No,No. 1: returned street does not exactly match; No. 2: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
74,BLACKWOOD PARK-6,BLACKWOOD PARK,BLUE BELL COURT,CRAIGBURN FARM,BLUE BELL COURT,CRAIGBURN FARM,BLUE BELL COURT|CRAIGBURN FARM,No,Failed,Failed,Grey fallback,"1 BLUE BELL COURT, CRAIGBURN FARM SA | 2 BLUE BELL COURT, CRAIGBURN FARM SA | BLUE BELL COURT, CRAIGBURN FARM SA",,,,,,No,No. 1: returned street does not exactly match; No. 2: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
75,BLACKWOOD MAIN-54,BLACKWOOD MAIN,BLYTHEWOOD ROAD,MITCHAM,BLYTHEWOOD ROAD,MITCHAM,BLYTHEWOOD ROAD|MITCHAM,No,Ambiguous,Ambiguous,Grey fallback,"1 BLYTHEWOOD ROAD, MITCHAM SA | 2 BLYTHEWOOD ROAD, MITCHAM SA | BLYTHEWOOD ROAD, MITCHAM SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
76,CORO EAST & CHERRY-4,CORO EAST & CHERRY,BOKO ROAD,CHERRY GARDENS,BOKO ROAD,CHERRY GARDENS,BOKO ROAD|CHERRY GARDENS,No,Ambiguous,Ambiguous,Grey fallback,"1 BOKO ROAD, CHERRY GARDENS SA | 2 BOKO ROAD, CHERRY GARDENS SA | BOKO ROAD, CHERRY GARDENS SA",,,,,,No,street-only: 3 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
79,BLACKWOOD PARK-7,BLACKWOOD PARK,BONYTHON WAY,CRAIGBURN FARM,BONYTHON WAY,CRAIGBURN FARM,BONYTHON WAY|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Grey fallback,"1 BONYTHON WAY, CRAIGBURN FARM SA | 2 BONYTHON WAY, CRAIGBURN FARM SA | BONYTHON WAY, CRAIGBURN FARM SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
87,CORO EAST & CHERRY-5,CORO EAST & CHERRY,BRANDWOOD DRIVE,CHERRY GARDENS,BRANDWOOD DRIVE,CHERRY GARDENS,BRANDWOOD DRIVE|CHERRY GARDENS,No,Ambiguous,Ambiguous,Grey fallback,"1 BRANDWOOD DRIVE, CHERRY GARDENS SA | 2 BRANDWOOD DRIVE, CHERRY GARDENS SA | BRANDWOOD DRIVE, CHERRY GARDENS SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
96,BLACKWOOD MAIN-67,BLACKWOOD MAIN,BROWNHILL CREEK ROAD,BROWNHILL CREEK · MITCHAM,,,,No,Ambiguous,Ambiguous authoritative locality fields,Grey fallback,,,,,,,No,Multiple authoritative locality values are stored for this Directions entry; no locality was guessed.,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
97,CORO EAST & CHERRY-6,CORO EAST & CHERRY,BRUMBY STREET,CHERRY GARDENS,BRUMBY STREET,CHERRY GARDENS,BRUMBY STREET|CHERRY GARDENS,No,Ambiguous,Ambiguous,Grey fallback,"1 BRUMBY STREET, CHERRY GARDENS SA | 2 BRUMBY STREET, CHERRY GARDENS SA | BRUMBY STREET, CHERRY GARDENS SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
112,BLACKWOOD MAIN-79,BLACKWOOD MAIN,CEZANNE COURT,BELAIR · TORRENS PARK,,,,No,Ambiguous,Ambiguous authoritative locality fields,Grey fallback,,,,,,,No,Multiple authoritative locality values are stored for this Directions entry; no locality was guessed.,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
115,BLACKWOOD MAIN-81,BLACKWOOD MAIN,CHAPMAN STREET,BLACKWOOD,CHAPMAN STREET,BLACKWOOD,CHAPMAN STREET|BLACKWOOD,No,Ambiguous,Ambiguous,Grey fallback,"1 CHAPMAN STREET, BLACKWOOD SA | 2 CHAPMAN STREET, BLACKWOOD SA | CHAPMAN STREET, BLACKWOOD SA",,,,,,No,No. 1: 6 distinct exact candidates; street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
119,CORO EAST & CHERRY-7,CORO EAST & CHERRY,CHERRY GARDENS ROAD,CHERRY GARDENS,CHERRY GARDENS ROAD,CHERRY GARDENS,CHERRY GARDENS ROAD|CHERRY GARDENS,No,Ambiguous,Ambiguous,Grey fallback,"1 CHERRY GARDENS ROAD, CHERRY GARDENS SA | 2 CHERRY GARDENS ROAD, CHERRY GARDENS SA | CHERRY GARDENS ROAD, CHERRY GARDENS SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
120,BLACKWOOD MAIN-84,BLACKWOOD MAIN,CHERRY PLANTATION ROAD,BELAIR NATIONAL PARK,CHERRY PLANTATION ROAD,BELAIR NATIONAL PARK,CHERRY PLANTATION ROAD|BELAIR NATIONAL PARK,No,Failed,Failed,Grey fallback,"1 CHERRY PLANTATION ROAD, BELAIR NATIONAL PARK SA | 2 CHERRY PLANTATION ROAD, BELAIR NATIONAL PARK SA | CHERRY PLANTATION ROAD, BELAIR NATIONAL PARK SA",,,,,,No,No exact official candidate returned,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
122,BLACKWOOD MAIN-86,BLACKWOOD MAIN,CHOWILLA STREET,EDEN HILLS,CHOWILLA STREET,EDEN HILLS,CHOWILLA STREET|EDEN HILLS,No,Ambiguous,Ambiguous,Grey fallback,"1 CHOWILLA STREET, EDEN HILLS SA | 2 CHOWILLA STREET, EDEN HILLS SA | CHOWILLA STREET, EDEN HILLS SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
123,BLACKWOOD MAIN-87,BLACKWOOD MAIN,CHRISTINE AVENUE,BELAIR,CHRISTINE AVENUE,BELAIR,CHRISTINE AVENUE|BELAIR,No,Ambiguous,Ambiguous,Grey fallback,"1 CHRISTINE AVENUE, BELAIR SA | 2 CHRISTINE AVENUE, BELAIR SA | CHRISTINE AVENUE, BELAIR SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
126,BLACKWOOD MAIN-90,BLACKWOOD MAIN,CLEMATIS DRIVE,BLACKWOOD,CLEMATIS DRIVE,BLACKWOOD,CLEMATIS DRIVE|BLACKWOOD,No,Ambiguous,Ambiguous,Grey fallback,"1 CLEMATIS DRIVE, BLACKWOOD SA | 2 CLEMATIS DRIVE, BLACKWOOD SA | CLEMATIS DRIVE, BLACKWOOD SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
129,BLACKWOOD MAIN-92,BLACKWOOD MAIN,COLEBROOK DRIVE,EDEN HILLS,COLEBROOK DRIVE,EDEN HILLS,COLEBROOK DRIVE|EDEN HILLS,No,Ambiguous,Ambiguous,Grey fallback,"1 COLEBROOK DRIVE, EDEN HILLS SA | 2 COLEBROOK DRIVE, EDEN HILLS SA | COLEBROOK DRIVE, EDEN HILLS SA",,,,,,No,street-only: 2 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
132,BLACKWOOD MAIN-95,BLACKWOOD MAIN,COLTON ROAD,BLACKWOOD,COLTON ROAD,BLACKWOOD,COLTON ROAD|BLACKWOOD,No,Ambiguous,Ambiguous,Grey fallback,"1 COLTON ROAD, BLACKWOOD SA | 2 COLTON ROAD, BLACKWOOD SA | COLTON ROAD, BLACKWOOD SA",,,,,,No,No. 1: 7 distinct exact candidates; No. 2: 6 distinct exact candidates; street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
133,BLACKWOOD MAIN-96,BLACKWOOD MAIN,COOPER STREET,EDEN HILLS,COOPER STREET,EDEN HILLS,COOPER STREET|EDEN HILLS,No,Ambiguous,Ambiguous,Grey fallback,"1 COOPER STREET, EDEN HILLS SA | 2 COOPER STREET, EDEN HILLS SA | COOPER STREET, EDEN HILLS SA",,,,,,No,street-only: 5 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
137,BLACKWOOD MAIN-99,BLACKWOOD MAIN,COROMANDEL PARADE,BLACKWOOD · COROMANDEL VALLEY,,,,No,Ambiguous,Ambiguous authoritative locality fields,Grey fallback,,,,,,,No,Multiple authoritative locality values are stored for this Directions entry; no locality was guessed.,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
138,CORO STREETS-20,CORO STREETS,COROMANDEL PARADE,BLACKWOOD · COROMANDEL VALLEY,,,,No,Ambiguous,Ambiguous authoritative locality fields,Grey fallback,,,,,,,No,Multiple authoritative locality values are stored for this Directions entry; no locality was guessed.,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
139,BLACKWOOD PARK-13,BLACKWOOD PARK,COROMANDEL PARADE,CRAIGBURN FARM,COROMANDEL PARADE,CRAIGBURN FARM,COROMANDEL PARADE|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Grey fallback,"1 COROMANDEL PARADE, CRAIGBURN FARM SA | 2 COROMANDEL PARADE, CRAIGBURN FARM SA | COROMANDEL PARADE, CRAIGBURN FARM SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
144,BLACKWOOD PARK-15,BLACKWOOD PARK,CRAIGBURN ROAD,CRAIGBURN FARM,CRAIGBURN ROAD,CRAIGBURN FARM,CRAIGBURN ROAD|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Grey fallback,"1 CRAIGBURN ROAD, CRAIGBURN FARM SA | 2 CRAIGBURN ROAD, CRAIGBURN FARM SA | CRAIGBURN ROAD, CRAIGBURN FARM SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
150,CORO STREETS-24,CORO STREETS,CRANE AVENUE,CORMANDEL VALLEY,CRANE AVENUE,CORMANDEL VALLEY,CRANE AVENUE|CORMANDEL VALLEY,No,Failed,Failed,Grey fallback,"1 CRANE AVENUE, CORMANDEL VALLEY SA | 2 CRANE AVENUE, CORMANDEL VALLEY SA | CRANE AVENUE, CORMANDEL VALLEY SA",,,,,,No,No. 2: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
151,BLACKWOOD MAIN-105,BLACKWOOD MAIN,CREEK ROAD,BELAIR NATIONAL PARK,CREEK ROAD,BELAIR NATIONAL PARK,CREEK ROAD|BELAIR NATIONAL PARK,No,Failed,Failed,Grey fallback,"1 CREEK ROAD, BELAIR NATIONAL PARK SA | 2 CREEK ROAD, BELAIR NATIONAL PARK SA | CREEK ROAD, BELAIR NATIONAL PARK SA",,,,,,No,street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
153,CORO STREETS-25,CORO STREETS,CROWS NEST COURT,CORMANDEL VALLEY,CROWS NEST COURT,CORMANDEL VALLEY,CROWS NEST COURT|CORMANDEL VALLEY,No,Failed,Failed,Grey fallback,"1 CROWS NEST COURT, CORMANDEL VALLEY SA | 2 CROWS NEST COURT, CORMANDEL VALLEY SA | CROWS NEST COURT, CORMANDEL VALLEY SA",,,,,,No,No. 2: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
154,BLACKWOOD MAIN-106,BLACKWOOD MAIN,CULLEY ROAD,BELAIR,CULLEY ROAD,BELAIR,CULLEY ROAD|BELAIR,No,Failed,Failed,Grey fallback,"1 CULLEY ROAD, BELAIR SA | 2 CULLEY ROAD, BELAIR SA | CULLEY ROAD, BELAIR SA",,,,,,No,No. 1: returned street does not exactly match; No. 2: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
155,CORO STREETS-26,CORO STREETS,CULLIN GROVE,FLAGSTAFF HILL,CULLIN GROVE,FLAGSTAFF HILL,CULLIN GROVE|FLAGSTAFF HILL,No,Failed,Failed,Grey fallback,"1 CULLIN GROVE, FLAGSTAFF HILL SA | 2 CULLIN GROVE, FLAGSTAFF HILL SA | CULLIN GROVE, FLAGSTAFF HILL SA",,,,,,No,street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
156,BLACKWOOD MAIN-107,BLACKWOOD MAIN,CUMMING STREET,BLACKWOOD,CUMMING STREET,BLACKWOOD,CUMMING STREET|BLACKWOOD,No,Ambiguous,Ambiguous,Grey fallback,"1 CUMMING STREET, BLACKWOOD SA | 2 CUMMING STREET, BLACKWOOD SA | CUMMING STREET, BLACKWOOD SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
158,BLACKWOOD MAIN-108,BLACKWOOD MAIN,CUNARD DRIVE,HAWTHORNDENE,CUNARD DRIVE,HAWTHORNDENE,CUNARD DRIVE|HAWTHORNDENE,No,Ambiguous,Ambiguous,Grey fallback,"1 CUNARD DRIVE, HAWTHORNDENE SA | 2 CUNARD DRIVE, HAWTHORNDENE SA | CUNARD DRIVE, HAWTHORNDENE SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
159,BLACKWOOD MAIN-109,BLACKWOOD MAIN,CURRAWONG AVENUE,GLENALTA,CURRAWONG AVENUE,GLENALTA,CURRAWONG AVENUE|GLENALTA,No,Ambiguous,Ambiguous,Grey fallback,"1 CURRAWONG AVENUE, GLENALTA SA | 2 CURRAWONG AVENUE, GLENALTA SA | CURRAWONG AVENUE, GLENALTA SA",,,,,,No,street-only: 10 distinct exact candidates,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
