Entry number,Entry ID,Source,Street field,Authoritative locality field(s),Lookup street,Lookup locality,Lookup key,Duplicate lookup reused,Review category,Status,Hydrants pill,Query attempted,Matched official address,Method used,Score,Latitude,Longitude,Manual override,Notes / unresolved reason,Fallback address when grey
568,CORO STREETS-94,CORO STREETS,STIRLING AVENUE,COROMANDEL VALLEY,STIRLING AVENUE,COROMANDEL VALLEY,STIRLING AVENUE|COROMANDEL VALLEY,No,Failed,Failed,Grey fallback,"1 STIRLING AVENUE, COROMANDEL VALLEY SA | 2 STIRLING AVENUE, COROMANDEL VALLEY SA | STIRLING AVENUE, COROMANDEL VALLEY SA",,,,,,No,No. 1: returned suburb/locality does not exactly match; No. 2: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
571,CORO EAST & CHERRY-27,CORO EAST & CHERRY,STURT CLOSE,IRON BANK,STURT CLOSE,IRON BANK,STURT CLOSE|IRON BANK,No,Failed,Failed,Grey fallback,"1 STURT CLOSE, IRON BANK SA | 2 STURT CLOSE, IRON BANK SA | STURT CLOSE, IRON BANK SA",,,,,,No,No. 2: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
575,BLACKWOOD MAIN-406,BLACKWOOD MAIN,SUNVALLEY DRIVE,GLENALTA,SUNVALLEY DRIVE,GLENALTA,SUNVALLEY DRIVE|GLENALTA,No,Failed,Failed,Grey fallback,"1 SUNVALLEY DRIVE, GLENALTA SA | 2 SUNVALLEY DRIVE, GLENALTA SA | SUNVALLEY DRIVE, GLENALTA SA",,,,,,No,No. 2: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
592,BLACKWOOD MAIN-418,BLACKWOOD MAIN,THE RIVIERA,PASADENA,THE RIVIERA,PASADENA,THE RIVIERA|PASADENA,No,Failed,Failed,Grey fallback,"1 THE RIVIERA, PASADENA SA | 2 THE RIVIERA, PASADENA SA | THE RIVIERA, PASADENA SA",,,,,,No,No exact official candidate returned,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
593,BLACKWOOD MAIN-419,BLACKWOOD MAIN,THE VALLEY ROAD,BELAIR NATIONAL PARK,THE VALLEY ROAD,BELAIR NATIONAL PARK,THE VALLEY ROAD|BELAIR NATIONAL PARK,No,Failed,Failed,Grey fallback,"1 THE VALLEY ROAD, BELAIR NATIONAL PARK SA | 2 THE VALLEY ROAD, BELAIR NATIONAL PARK SA | THE VALLEY ROAD, BELAIR NATIONAL PARK SA",,,,,,No,No exact official candidate returned,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
595,CORO STREETS-98,CORO STREETS,THOMAS COURT,COROMANDEL VALLEY,THOMAS COURT,COROMANDEL VALLEY,THOMAS COURT|COROMANDEL VALLEY,No,Failed,Failed,Grey fallback,"1 THOMAS COURT, COROMANDEL VALLEY SA | 2 THOMAS COURT, COROMANDEL VALLEY SA | THOMAS COURT, COROMANDEL VALLEY SA",,,,,,No,No. 2: returned suburb/locality does not exactly match; No. 2: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
614,BLACKWOOD MAIN-433,BLACKWOOD MAIN,UPPER STURT ROAD HAWTHORNDENE,,UPPER STURT ROAD,HAWTHORNDENE,UPPER STURT ROAD|HAWTHORNDENE,No,Failed,Failed,Grey fallback,"192 UPPER STURT ROAD, HAWTHORNDENE SA",,,,,,No,No exact official candidate returned,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
620,BLACKWOOD PARK-53,BLACKWOOD PARK,VERDELHO AVENUE,CRAIGBURN FARM,VERDELHO AVENUE,CRAIGBURN FARM,VERDELHO AVENUE|CRAIGBURN FARM,No,Failed,Failed,Grey fallback,"1 VERDELHO AVENUE, CRAIGBURN FARM SA | 2 VERDELHO AVENUE, CRAIGBURN FARM SA | VERDELHO AVENUE, CRAIGBURN FARM SA",,,,,,No,No. 1: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
624,BLACKWOOD MAIN-439,BLACKWOOD MAIN,VINE STREET,HAWTHORNDENE,VINE STREET,HAWTHORNDENE,VINE STREET|HAWTHORNDENE,No,Failed,Failed,Grey fallback,"1 VINE STREET, HAWTHORNDENE SA | 2 VINE STREET, HAWTHORNDENE SA | VINE STREET, HAWTHORNDENE SA",,,,,,No,No. 2: returned suburb/locality does not exactly match; No. 2: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
631,BLACKWOOD MAIN-444,BLACKWOOD MAIN,WATAHAUNA AVENUE,HAWTHORNDENE,WATAHAUNA AVENUE,HAWTHORNDENE,WATAHAUNA AVENUE|HAWTHORNDENE,No,Failed,Failed,Grey fallback,"1 WATAHAUNA AVENUE, HAWTHORNDENE SA | 2 WATAHAUNA AVENUE, HAWTHORNDENE SA | WATAHAUNA AVENUE, HAWTHORNDENE SA",,,,,,No,street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
643,CORO EAST & CHERRY-30,CORO EAST & CHERRY,WEYMOUTH ROAD,CORO EAST,WEYMOUTH ROAD,CORO EAST,WEYMOUTH ROAD|CORO EAST,No,Failed,Failed,Grey fallback,"1 WEYMOUTH ROAD, CORO EAST SA | 2 WEYMOUTH ROAD, CORO EAST SA | WEYMOUTH ROAD, CORO EAST SA",,,,,,No,street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
644,CORO EAST & CHERRY-32,CORO EAST & CHERRY,WILDHEATH ROAD,CORO EAST,WILDHEATH ROAD,CORO EAST,WILDHEATH ROAD|CORO EAST,No,Failed,Failed,Grey fallback,"1 WILDHEATH ROAD, CORO EAST SA | 2 WILDHEATH ROAD, CORO EAST SA | WILDHEATH ROAD, CORO EAST SA",,,,,,No,street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
652,BLACKWOOD MAIN-456,BLACKWOOD MAIN,WILPENA COURT,EDEN HILLS,WILPENA COURT,EDEN HILLS,WILPENA COURT|EDEN HILLS,No,Failed,Failed,Grey fallback,"1 WILPENA COURT, EDEN HILLS SA | 2 WILPENA COURT, EDEN HILLS SA | WILPENA COURT, EDEN HILLS SA",,,,,,No,No. 1: returned street does not exactly match; No. 2: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
655,BLACKWOOD MAIN-458,BLACKWOOD MAIN,WINDARA COURT,BELAIR,WINDARA COURT,BELAIR,WINDARA COURT|BELAIR,No,Failed,Failed,Grey fallback,"1 WINDARA COURT, BELAIR SA | 2 WINDARA COURT, BELAIR SA | WINDARA COURT, BELAIR SA",,,,,,No,No. 1: returned street does not exactly match; No. 2: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match; street-only: returned street does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
661,BLACKWOOD MAIN-463,BLACKWOOD MAIN,WONNA STREET,EDEN HILLS,WONNA STREET,EDEN HILLS,WONNA STREET|EDEN HILLS,No,Failed,Failed,Grey fallback,"1 WONNA STREET, EDEN HILLS SA | 2 WONNA STREET, EDEN HILLS SA | WONNA STREET, EDEN HILLS SA",,,,,,No,No exact official candidate returned,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
664,CORO EAST & CHERRY-33,CORO EAST & CHERRY,WOODCUTTERS ROAD,CORO EAST,WOODCUTTERS ROAD,CORO EAST,WOODCUTTERS ROAD|CORO EAST,No,Failed,Failed,Grey fallback,"1 WOODCUTTERS ROAD, CORO EAST SA | 2 WOODCUTTERS ROAD, CORO EAST SA | WOODCUTTERS ROAD, CORO EAST SA",,,,,,No,street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match; street-only: returned suburb/locality does not exactly match,"16A GORSE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051"
